ID,Nivel_Educacion,Sector_Trabajo,Ocupacion,Horas_Semanales,Ingreso_Mensual_MXN,Clase_Ingreso
457,Media Superior,Comercio,Peletero,34,8500.0,Baja
458,Licenciatura,Servicios,Agricultor,28,8500.0,Baja
459,Básica,Informal,Administrador/a,55,8500.0,Baja
460,Licenciatura,Finanzas,Carnicero,29,8500.0,Baja
461,Licenciatura,Finanzas,Animador,24,12500.0,Baja
462,Básica,Servicios,Bombero,23,8500.0,Baja
463,Media Superior,Finanzas,Relojero,32,8500.0,Baja
464,Licenciatura,Finanzas,Kinesiólogo/a,39,12100.0,Baja
465,Media Superior,Informal,Veterinario/a,43,16400.0,Media
466,Media Superior,Servicios,Frutero,33,18100.0,Media
467,Licenciatura,Informal,Traductor/a,54,17600.0,Media
468,Básica,Manufactura,Profesor/a,44,18900.0,Media
469,Básica,Manufactura,Psicoanalista,29,12300.0,Baja
470,Posgrado,Servicios,Zapatero,21,11200.0,Baja
471,Media Superior,Comercio,Telefonista,45,8500.0,Baja
472,Licenciatura,Informal,Animador,54,8500.0,Baja
473,Media Superior,Informal,Desarrollador/a web,33,10000.0,Baja
474,Media Superior,Manufactura,Camarero,25,14000.0,Baja
475,Licenciatura,Servicios,Pescador,34,12700.0,Baja
476,Licenciatura,Gobierno,Frutero,25,17400.0,Media
477,Media Superior,Gobierno,Joyero,53,14700.0,Baja
478,Media Superior,Finanzas,Programador,39,20600.0,Media
479,Básica,Gobierno,Imprentero,50,14200.0,Baja
480,Licenciatura,Servicios,Vigilante,21,12900.0,Baja
481,Licenciatura,Informal,Frutero,25,8500.0,Baja
482,Básica,Informal,Administrador/a,49,8500.0,Baja
483,Licenciatura,Finanzas,Químico/a,59,31900.0,Media
484,Posgrado,Informal,Jardinero,53,19400.0,Media
485,Licenciatura,Servicios,Frutero,40,14200.0,Baja
486,Licenciatura,Manufactura,Albañil,51,15100.0,Media
487,Básica,Servicios,Repartidor,52,10000.0,Baja
488,Media Superior,Servicios,Vendedor,29,10400.0,Baja
489,Posgrado,Informal,Cajero,59,26400.0,Media
490,Licenciatura,Comercio,Ingeniero/a,57,27700.0,Media
491,Licenciatura,Gobierno,Matemático/a,23,8500.0,Baja
492,Básica,Comercio,Zapatero,35,8500.0,Baja
493,Media Superior,Informal,Lavandero,57,15200.0,Media
494,Básica,Comercio,Contador/a,57,10700.0,Baja
495,Posgrado,Manufactura,Frutero,29,10900.0,Baja
496,Básica,Gobierno,Bibliotecario/a,21,8500.0,Baja
497,Licenciatura,Informal,Imprentero,43,11700.0,Baja
498,Básica,Comercio,Meteorólogo/a,50,8500.0,Baja
499,Media Superior,Gobierno,Escultor,52,12100.0,Baja
500,Básica,Servicios,Kinesiólogo/a,51,23100.0,Media
501,Licenciatura,Finanzas,Artesano,30,14600.0,Baja
502,Licenciatura,Informal,Soldador,20,8500.0,Baja
503,Básica,Servicios,Ferretero,34,14900.0,Baja
504,Media Superior,Construcción,Programador,52,21200.0,Media
505,Básica,Manufactura,Filólogo/a,34,13100.0,Baja
506,Licenciatura,Servicios,Químico/a,34,17300.0,Media
507,Básica,Informal,Historiador/a,49,13500.0,Baja
508,Posgrado,Comercio,Profesor/a,53,33500.0,Media
509,Licenciatura,Servicios,Biólogo/a,20,14500.0,Baja
510,Licenciatura,Informal,Psicólogo/a,43,23900.0,Media
511,Licenciatura,Finanzas,Carnicero,55,26000.0,Media
512,Básica,Construcción,Vigilante,21,8500.0,Baja
513,Media Superior,Gobierno,Guardabosques,39,9600.0,Baja
514,Media Superior,Manufactura,Médico/a cirujano/a,50,20200.0,Media
515,Licenciatura,Manufactura,Bibliotecario/a,43,18500.0,Media
516,Posgrado,Informal,Actuario/a,40,20000.0,Media
517,Básica,Finanzas,Guardabosques,30,15700.0,Media
518,Básica,Servicios,Soldador,57,16800.0,Media
519,Media Superior,Finanzas,Psicoanalista,41,18100.0,Media
520,Media Superior,Construcción,Cerrajero,49,8500.0,Baja
521,Licenciatura,Informal,Obrero,53,13700.0,Baja
522,Licenciatura,Informal,Físico/a,22,14600.0,Baja
523,Posgrado,Construcción,Afilador,56,28800.0,Media
524,Básica,Finanzas,Vigilante,49,12300.0,Baja
525,Media Superior,Comercio,Barrendero,59,20600.0,Media
526,Licenciatura,Servicios,Barbero,22,10100.0,Baja
527,Básica,Gobierno,Joyero,48,9700.0,Baja
528,Básica,Finanzas,Carpintero,56,27200.0,Media
529,Licenciatura,Comercio,Traductor/a,42,17300.0,Media
530,Licenciatura,Servicios,Vigilante,43,15700.0,Media
531,Media Superior,Servicios,Soldador,35,23200.0,Media
532,Media Superior,Servicios,Ingeniero/a,25,10100.0,Baja
533,Posgrado,Comercio,Paleontólogo/a,46,28300.0,Media
534,Básica,Servicios,Matemático/a,47,18200.0,Media
535,Básica,Gobierno,Agricultor,37,13900.0,Baja
536,Licenciatura,Informal,Ingeniero/a,47,18200.0,Media
537,Básica,Finanzas,Escritor,20,9000.0,Baja
538,Licenciatura,Informal,Cocinero,47,11100.0,Baja
539,Posgrado,Gobierno,Músico/a,39,12500.0,Baja
540,Licenciatura,Construcción,Cerrajero,27,8500.0,Baja
541,Licenciatura,Gobierno,Veterinario/a,30,11800.0,Baja
542,Licenciatura,Construcción,Pastor,37,10500.0,Baja
543,Media Superior,Manufactura,Repartidor,45,8500.0,Baja
544,Media Superior,Gobierno,Telefonista,26,8500.0,Baja
545,Licenciatura,Servicios,Psicoanalista,58,27200.0,Media
546,Licenciatura,Servicios,Relojero,50,13300.0,Baja
547,Licenciatura,Manufactura,Contador/a,30,8500.0,Baja
548,Licenciatura,Servicios,Cerrajero,59,20100.0,Media
549,Media Superior,Gobierno,Telefonista,25,11100.0,Baja
550,Básica,Construcción,Farmacólogo/a,24,8500.0,Baja
551,Licenciatura,Gobierno,Bombero,53,21300.0,Media
552,Posgrado,Finanzas,Cajero,34,13700.0,Baja
553,Básica,Servicios,Maestro,43,9600.0,Baja
554,Posgrado,Construcción,Lingüista,49,23100.0,Media
555,Media Superior,Gobierno,Radiólogo/a,58,20000.0,Media
556,Licenciatura,Construcción,Zapatero,54,8500.0,Baja
557,Básica,Servicios,Geógrafo/a,51,14100.0,Baja
558,Básica,Gobierno,Cocinero,57,16700.0,Media
559,Licenciatura,Construcción,Albañil,44,14700.0,Baja
560,Licenciatura,Gobierno,Panadero,31,9500.0,Baja
561,Licenciatura,Servicios,Vigilante,26,15600.0,Media
562,Licenciatura,Construcción,Bombero,36,8500.0,Baja
563,Media Superior,Informal,Bombero,42,17000.0,Media
564,Licenciatura,Construcción,Escritor,52,12000.0,Baja
565,Licenciatura,Informal,Contador/a,26,14800.0,Baja
566,Licenciatura,Gobierno,Panadero,31,9200.0,Baja
567,Posgrado,Manufactura,Contador/a,46,19800.0,Media
568,Media Superior,Comercio,Filólogo/a,29,8500.0,Baja
569,Media Superior,Informal,Obrero,56,10300.0,Baja
570,Media Superior,Servicios,Arquitecto/a,20,8600.0,Baja
571,Licenciatura,Manufactura,Radiólogo/a,41,18600.0,Media
572,Media Superior,Informal,Kinesiólogo/a,34,8500.0,Baja
573,Licenciatura,Servicios,Vigilante,37,18900.0,Media
574,Media Superior,Manufactura,Ferretero,55,18400.0,Media
575,Licenciatura,Comercio,Apicultor,36,11900.0,Baja
576,Licenciatura,Manufactura,Chofer transportista,26,8500.0,Baja
577,Media Superior,Gobierno,Cerrajero,36,14400.0,Baja
578,Media Superior,Construcción,Óptico,39,8800.0,Baja
579,Posgrado,Informal,Jardinero,49,29600.0,Media
580,Media Superior,Comercio,Lavandero,43,13800.0,Baja
581,Media Superior,Finanzas,Agricultor,48,12200.0,Baja
582,Media Superior,Manufactura,Escritor,46,16200.0,Media
583,Licenciatura,Servicios,Zapatero,48,12500.0,Baja
584,Posgrado,Construcción,Psicólogo/a,21,10600.0,Baja
585,Media Superior,Comercio,Relojero,57,17900.0,Media
586,Licenciatura,Finanzas,Afilador,52,36700.0,Alta
587,Básica,Informal,Ferretero,34,12800.0,Baja
588,Media Superior,Comercio,Bombero,29,13400.0,Baja
589,Básica,Gobierno,Animador,34,12400.0,Baja
590,Licenciatura,Finanzas,Vendedor,34,8500.0,Baja
591,Básica,Comercio,Relojero,24,8500.0,Baja
592,Media Superior,Manufactura,Artesano,34,8500.0,Baja
593,Licenciatura,Manufactura,Enfermero/a,35,17100.0,Media
594,Licenciatura,Manufactura,Panadero,36,8500.0,Baja
595,Licenciatura,Servicios,Lutier,37,9500.0,Baja
596,Licenciatura,Informal,Filólogo/a,25,13800.0,Baja
597,Licenciatura,Servicios,Fumigador,44,19700.0,Media
598,Posgrado,Comercio,Frutero,50,9500.0,Baja
599,Licenciatura,Servicios,Vendedor,23,9100.0,Baja
600,Media Superior,Finanzas,Obrero,39,21600.0,Media
601,Básica,Manufactura,Arquitecto/a,24,10500.0,Baja
602,Licenciatura,Construcción,Vigilante,38,18400.0,Media
603,Licenciatura,Finanzas,Animador,28,15000.0,Media
604,Licenciatura,Gobierno,Profesor/a,36,18600.0,Media
605,Licenciatura,Servicios,Imprentero,31,8500.0,Baja
606,Media Superior,Comercio,Obrero,22,8500.0,Baja
607,Posgrado,Gobierno,Zapatero,30,16000.0,Media
608,Licenciatura,Manufactura,Enfermero/a,31,11700.0,Baja
609,Licenciatura,Construcción,Chofer transportista,35,13400.0,Baja
610,Posgrado,Construcción,Telefonista,57,28900.0,Media
611,Básica,Comercio,Historiador/a,33,8800.0,Baja
612,Media Superior,Comercio,Matemático/a,52,13300.0,Baja
613,Posgrado,Gobierno,Soldador,37,21900.0,Media
614,Licenciatura,Informal,Pastor,50,9800.0,Baja
615,Básica,Finanzas,Lutier,44,18000.0,Media
616,Básica,Servicios,Animador,25,8500.0,Baja
617,Licenciatura,Manufactura,Actuario/a,28,11200.0,Baja
618,Media Superior,Gobierno,Albañil,26,8500.0,Baja
619,Básica,Finanzas,Albañil,37,8500.0,Baja
620,Media Superior,Comercio,Arquitecto/a,41,17500.0,Media
621,Media Superior,Comercio,Artesano,21,8500.0,Baja
622,Media Superior,Finanzas,Ingeniero/a,34,15200.0,Media
623,Posgrado,Construcción,Traductor/a,48,25600.0,Media
624,Licenciatura,Informal,Biólogo/a,56,15100.0,Media
625,Media Superior,Gobierno,Cerrajero,25,8500.0,Baja
626,Básica,Finanzas,Pescador,26,8500.0,Baja
627,Licenciatura,Comercio,Repartidor,22,8500.0,Baja
628,Licenciatura,Comercio,Animador,20,8500.0,Baja
629,Básica,Informal,Químico/a,36,9700.0,Baja
630,Media Superior,Servicios,Herrero,39,17700.0,Media
631,Básica,Informal,Artesano,54,15900.0,Media
632,Licenciatura,Finanzas,Radiólogo/a,25,17800.0,Media
633,Básica,Manufactura,Vendedor,41,8500.0,Baja
634,Licenciatura,Construcción,Diseñador/a gráfico,28,8500.0,Baja
635,Licenciatura,Gobierno,Kinesiólogo/a,26,10600.0,Baja
636,Licenciatura,Comercio,Sastre,28,10800.0,Baja
637,Básica,Construcción,Lavandero,24,8500.0,Baja
638,Licenciatura,Finanzas,Filólogo/a,54,21800.0,Media
639,Licenciatura,Gobierno,Médico/a cirujano/a,44,28400.0,Media
640,Básica,Servicios,Bombero,26,8500.0,Baja
641,Media Superior,Comercio,Actuario/a,52,21500.0,Media
642,Básica,Servicios,Periodista,56,12500.0,Baja
643,Licenciatura,Comercio,Lavandero,24,8500.0,Baja
644,Media Superior,Finanzas,Cocinero,39,16800.0,Media
645,Licenciatura,Informal,Mecánico,54,10600.0,Baja
646,Licenciatura,Servicios,Abogado/a,54,29300.0,Media
647,Media Superior,Gobierno,Leñador,21,10000.0,Baja
648,Básica,Servicios,Óptico,38,10900.0,Baja
649,Media Superior,Finanzas,Herrero,53,8500.0,Baja
650,Media Superior,Gobierno,Vendedor,27,8500.0,Baja
651,Básica,Comercio,Fontanero o plomero,49,11100.0,Baja
652,Posgrado,Comercio,Historiador/a,28,16200.0,Media
653,Media Superior,Comercio,Traductor/a,42,10600.0,Baja
654,Licenciatura,Comercio,Fontanero o plomero,36,8500.0,Baja
655,Básica,Servicios,Lingüista,35,8500.0,Baja
656,Licenciatura,Finanzas,Zapatero,44,18900.0,Media
657,Básica,Informal,Repartidor,28,13000.0,Baja
658,Media Superior,Finanzas,Herrero,59,19000.0,Media
659,Media Superior,Informal,Agricultor,39,14900.0,Baja
660,Media Superior,Finanzas,Economista,37,23500.0,Media
661,Licenciatura,Finanzas,Afilador,46,21100.0,Media
662,Media Superior,Manufactura,Matemático/a,26,15100.0,Media
663,Básica,Gobierno,Bibliotecario/a,44,12900.0,Baja
664,Licenciatura,Servicios,Químico/a,47,28000.0,Media
665,Media Superior,Servicios,Camarero,21,14100.0,Baja
666,Media Superior,Comercio,Farmacólogo/a,58,17200.0,Media
667,Posgrado,Gobierno,Contador/a,30,23300.0,Media
668,Licenciatura,Manufactura,Filólogo/a,29,13000.0,Baja
669,Posgrado,Manufactura,Apicultor,26,15200.0,Media
670,Media Superior,Servicios,Biólogo/a,53,14400.0,Baja
671,Posgrado,Gobierno,Barrendero,39,8500.0,Baja
672,Licenciatura,Comercio,Ferretero,22,8500.0,Baja
673,Licenciatura,Informal,Carpintero,53,10100.0,Baja
674,Licenciatura,Servicios,Bombero,27,28000.0,Media
675,Licenciatura,Finanzas,Barrendero,26,16600.0,Media
676,Licenciatura,Gobierno,Médico/a cirujano/a,20,8500.0,Baja
677,Media Superior,Gobierno,Veterinario/a,25,15300.0,Media
678,Media Superior,Servicios,Artesano,59,15600.0,Media
679,Media Superior,Comercio,Fontanero o plomero,39,12900.0,Baja
680,Media Superior,Gobierno,Veterinario/a,47,20700.0,Media
681,Licenciatura,Servicios,Ingeniero/a,39,15400.0,Media
682,Licenciatura,Servicios,Biólogo/a,56,25500.0,Media
683,Media Superior,Construcción,Cocinero,57,13100.0,Baja
684,Licenciatura,Comercio,Programador,34,8500.0,Baja
685,Licenciatura,Comercio,Matemático/a,37,17900.0,Media
686,Básica,Informal,Médico/a cirujano/a,46,17000.0,Media
687,Media Superior,Finanzas,Peletero,30,8500.0,Baja
688,Media Superior,Informal,Ferretero,39,10500.0,Baja
689,Básica,Servicios,Historiador/a,29,8500.0,Baja
690,Posgrado,Gobierno,Agricultor,36,18400.0,Media
691,Básica,Servicios,Fumigador,39,9700.0,Baja
692,Básica,Gobierno,Bibliotecario/a,30,13000.0,Baja
693,Básica,Servicios,Meteorólogo/a,21,8500.0,Baja
694,Media Superior,Manufactura,Panadero,41,11900.0,Baja
695,Licenciatura,Construcción,Traductor/a,35,8500.0,Baja
696,Media Superior,Servicios,Obrero,45,8500.0,Baja
697,Posgrado,Construcción,Farmacólogo/a,20,8500.0,Baja
698,Licenciatura,Construcción,Joyero,55,15700.0,Media
699,Básica,Gobierno,Fumigador,44,24400.0,Media
700,Media Superior,Manufactura,Fontanero o plomero,25,9200.0,Baja
701,Básica,Finanzas,Telefonista,52,22900.0,Media
702,Licenciatura,Gobierno,Programador,46,24700.0,Media
703,Licenciatura,Gobierno,Apicultor,22,15100.0,Media
704,Básica,Finanzas,Ingeniero/a,28,8500.0,Baja
705,Licenciatura,Comercio,Psicoanalista,56,32300.0,Media
706,Básica,Manufactura,Administrador/a,51,15200.0,Media
707,Media Superior,Informal,Filólogo/a,52,21100.0,Media
708,Licenciatura,Informal,Imprentero,24,8500.0,Baja
709,Licenciatura,Finanzas,Músico/a,42,24400.0,Media
710,Licenciatura,Servicios,Médico/a cirujano/a,48,25400.0,Media
711,Licenciatura,Gobierno,Sastre,41,25200.0,Media
712,Media Superior,Finanzas,Diseñador/a gráfico,44,22300.0,Media
713,Media Superior,Comercio,Ferretero,23,8500.0,Baja
714,Licenciatura,Manufactura,Profesor/a,42,24800.0,Media
715,Posgrado,Informal,Traductor/a,35,20400.0,Media
716,Básica,Servicios,Traductor/a,52,21900.0,Media
717,Básica,Construcción,Repartidor,21,8500.0,Baja
718,Licenciatura,Finanzas,Artesano,43,32100.0,Media
719,Media Superior,Construcción,Barrendero,25,8500.0,Baja
720,Media Superior,Servicios,Bombero,26,8500.0,Baja
721,Media Superior,Gobierno,Barrendero,52,15600.0,Media
722,Licenciatura,Servicios,Sastre,39,10300.0,Baja
723,Posgrado,Manufactura,Apicultor,47,24500.0,Media
724,Licenciatura,Informal,Matemático/a,54,19300.0,Media
725,Licenciatura,Comercio,Kinesiólogo/a,30,11300.0,Baja
726,Licenciatura,Construcción,Lechero,49,12900.0,Baja
727,Media Superior,Gobierno,Abogado/a,26,8500.0,Baja
728,Media Superior,Comercio,Soldador,21,8500.0,Baja
729,Media Superior,Servicios,Afilador,44,8800.0,Baja
730,Licenciatura,Manufactura,Repartidor,38,8500.0,Baja
731,Licenciatura,Informal,Veterinario/a,54,21400.0,Media
732,Media Superior,Manufactura,Físico/a,36,28700.0,Media
733,Media Superior,Servicios,Herrero,37,12500.0,Baja
734,Licenciatura,Manufactura,Programador,22,10200.0,Baja
735,Media Superior,Construcción,Sastre,35,8500.0,Baja
736,Media Superior,Manufactura,Camarero,39,12700.0,Baja
737,Media Superior,Servicios,Fumigador,35,14700.0,Baja
738,Media Superior,Servicios,Mecánico,37,11000.0,Baja
739,Básica,Gobierno,Escritor,48,22900.0,Media
740,Media Superior,Informal,Zapatero,30,8500.0,Baja
741,Posgrado,Servicios,Escritor,29,8500.0,Baja
742,Media Superior,Informal,Barrendero,56,18500.0,Media
743,Licenciatura,Manufactura,Médico/a cirujano/a,45,22800.0,Media
744,Licenciatura,Manufactura,Jardinero,58,21500.0,Media
745,Media Superior,Informal,Vendedor,25,8500.0,Baja
746,Licenciatura,Servicios,Veterinario/a,51,22400.0,Media
747,Básica,Comercio,Obrero,28,15900.0,Media
748,Media Superior,Finanzas,Carpintero,20,8500.0,Baja
749,Media Superior,Gobierno,Psicoanalista,36,19900.0,Media
750,Licenciatura,Manufactura,Kinesiólogo/a,47,11300.0,Baja
751,Básica,Manufactura,Barbero,54,13600.0,Baja
752,Posgrado,Finanzas,Apicultor,43,23100.0,Media
753,Media Superior,Gobierno,Joyero,47,18300.0,Media
754,Licenciatura,Manufactura,Peluquero,21,8500.0,Baja
755,Media Superior,Finanzas,Vigilante,27,12700.0,Baja
756,Licenciatura,Finanzas,Pescador,36,17800.0,Media
757,Licenciatura,Comercio,Fumigador,50,19000.0,Media
758,Licenciatura,Servicios,Profesor/a,55,33600.0,Media
759,Licenciatura,Gobierno,Farmacólogo/a,27,8500.0,Baja
760,Licenciatura,Servicios,Cerrajero,40,17500.0,Media
761,Media Superior,Manufactura,Químico/a,54,34900.0,Media
762,Media Superior,Servicios,Radiólogo/a,22,8500.0,Baja
763,Media Superior,Construcción,Zapatero,33,8500.0,Baja
764,Licenciatura,Manufactura,Pintor,36,13600.0,Baja
765,Media Superior,Finanzas,Óptico,52,26300.0,Media
766,Básica,Finanzas,Vigilante,41,8500.0,Baja
767,Básica,Manufactura,Administrador/a,51,10900.0,Baja
768,Media Superior,Informal,Pastor,22,8500.0,Baja
769,Básica,Servicios,Abogado/a,21,15600.0,Media
770,Posgrado,Manufactura,Programador,59,33100.0,Media
771,Media Superior,Manufactura,Biólogo/a,59,17900.0,Media
772,Licenciatura,Informal,Técnico/a de sonido,21,8500.0,Baja
773,Licenciatura,Comercio,Barrendero,57,16100.0,Media
774,Básica,Manufactura,Pastor,46,8500.0,Baja
775,Licenciatura,Gobierno,Administrador/a,50,23200.0,Media
776,Básica,Informal,Agricultor,32,8500.0,Baja
777,Licenciatura,Informal,Matemático/a,35,12300.0,Baja
778,Media Superior,Gobierno,Abogado/a,51,19700.0,Media
779,Licenciatura,Informal,Profesor/a,24,13800.0,Baja
780,Licenciatura,Manufactura,Historiador/a,36,14600.0,Baja
781,Media Superior,Gobierno,Biólogo/a,50,15600.0,Media
782,Licenciatura,Servicios,Ferretero,54,22600.0,Media
783,Media Superior,Gobierno,Animador,21,8500.0,Baja
784,Media Superior,Comercio,Biólogo/a,49,15600.0,Media
785,Básica,Informal,Ingeniero/a,42,8500.0,Baja
786,Licenciatura,Comercio,Soldador,20,8500.0,Baja
787,Media Superior,Informal,Barrendero,32,8500.0,Baja
788,Licenciatura,Comercio,Psicólogo/a,41,18500.0,Media
789,Básica,Servicios,Animador,58,14500.0,Baja
790,Licenciatura,Gobierno,Apicultor,59,23400.0,Media
791,Básica,Comercio,Herrero,56,8500.0,Baja
792,Licenciatura,Construcción,Economista,42,8500.0,Baja
793,Media Superior,Manufactura,Imprentero,40,10200.0,Baja
794,Licenciatura,Servicios,Escultor,32,11400.0,Baja
795,Media Superior,Informal,Meteorólogo/a,42,8500.0,Baja
796,Licenciatura,Informal,Geógrafo/a,46,8500.0,Baja
797,Básica,Informal,Ingeniero/a,32,18000.0,Media
798,Licenciatura,Manufactura,Desarrollador/a web,47,22300.0,Media
799,Licenciatura,Construcción,Periodista,56,15400.0,Media
800,Posgrado,Informal,Fumigador,42,14300.0,Baja
801,Básica,Comercio,Telefonista,33,8500.0,Baja
802,Básica,Construcción,Bombero,41,8600.0,Baja
803,Posgrado,Gobierno,Tornero,45,24000.0,Media
804,Media Superior,Construcción,Médico/a cirujano/a,52,11800.0,Baja
805,Licenciatura,Servicios,Panadero,35,15000.0,Media
806,Básica,Comercio,Peluquero,30,8500.0,Baja
807,Media Superior,Informal,Contador/a,54,8500.0,Baja
808,Media Superior,Informal,Repartidor,21,8500.0,Baja
809,Licenciatura,Servicios,Cajero,36,8500.0,Baja
810,Licenciatura,Construcción,Radiólogo/a,50,15900.0,Media
811,Licenciatura,Manufactura,Animador,25,8500.0,Baja
812,Básica,Servicios,Panadero,57,16600.0,Media
813,Posgrado,Gobierno,Pintor,20,13400.0,Baja
814,Básica,Informal,Imprentero,38,10000.0,Baja
815,Media Superior,Manufactura,Lingüista,25,11500.0,Baja
816,Licenciatura,Construcción,Geógrafo/a,21,14100.0,Baja
817,Licenciatura,Servicios,Abogado/a,21,10700.0,Baja
818,Media Superior,Manufactura,Apicultor,29,8500.0,Baja
819,Media Superior,Construcción,Mecánico,50,12800.0,Baja
820,Licenciatura,Finanzas,Abogado/a,31,21300.0,Media
821,Media Superior,Informal,Ferretero,51,16000.0,Media
822,Licenciatura,Finanzas,Programador,52,28600.0,Media
823,Media Superior,Finanzas,Afilador,31,13900.0,Baja
824,Licenciatura,Informal,Óptico,39,20300.0,Media
825,Licenciatura,Comercio,Ferretero,43,17900.0,Media
826,Media Superior,Comercio,Pintor,32,8500.0,Baja
827,Licenciatura,Gobierno,Jardinero,57,20800.0,Media
828,Básica,Manufactura,Escultor,58,17900.0,Media
829,Media Superior,Informal,Telefonista,38,12100.0,Baja
830,Posgrado,Comercio,Apicultor,32,8500.0,Baja
831,Licenciatura,Servicios,Tornero,37,11500.0,Baja
832,Licenciatura,Manufactura,Peluquero,35,8500.0,Baja
833,Licenciatura,Gobierno,Profesor/a,44,31000.0,Media
834,Básica,Manufactura,Sastre,33,11700.0,Baja
835,Licenciatura,Manufactura,Paleontólogo/a,38,17300.0,Media
836,Licenciatura,Comercio,Técnico/a de sonido,41,18700.0,Media
837,Básica,Servicios,Herrero,35,9400.0,Baja
838,Media Superior,Servicios,Arquitecto/a,40,13100.0,Baja
839,Licenciatura,Comercio,Ferretero,39,14900.0,Baja
840,Licenciatura,Servicios,Programador,52,23400.0,Media
841,Licenciatura,Comercio,Psicólogo/a,54,22400.0,Media
842,Básica,Servicios,Historiador/a,52,14100.0,Baja
843,Posgrado,Construcción,Maestro,51,28500.0,Media
